OBJECTID_1,OBJECTID,Date,Confidence,LS_ID,Notes,DDLon,DDLat,ORIG_OID,FoundGE,NotFoundGE,FoundLS,NotFoundLS,QC_GE,QC_LS,,
4151,53471,"8/28/2011, 2011",8,224,"Debris flow, Heavy rain, Small debris flow along County Rt. 565 (Glenwood Rd.) Between babtown Rd and Lake Pochung Rd. Triggered by Tropical Storm Irene.",074.53221513W,41.21954697N,53470,,WL,,,,,,
4154,53474,"8/28/2011, 2011",8,195,"Debris flow, Heavy rain, A debris flow triggered by Tropical Storm Irene on Lake Wallkill Road near Owens Sation Road, temporary road closure.",074.52839499W,41.26341334N,53473,,WL,,,,,,
4158,53482,"8/28/2011, 2011",8,207,"Debris flow, Heavy rain, Small mudslide on steep enbankment along Rt. 523",074.91671779W,40.47041670N,53481,,WL,,,,,,
4159,53486,"4/15/2007, 2007",8,164,"Debris flow, Heavy rain, Heavy rain caused a landslide 150 feet wide near Ross Dock causing damage to retaining walls, Henry Hudson Drive closed for one month.",073.95475487W,40.86317114N,53485,,WL,,,,,,
4160,53487,"9/8/2011, 2011",8,230,"Debris flow, Heavy rain, Debris flow along lower end of Holland Circle triggered by heavy rain from Tropical Storm Lee.",074.61984185W,41.04785024N,53486,,WL,,,,,,
4161,53488,"8/28/2011, 2011",8,194,"Debris flow, Heavy rain, Small mudslide on Holland Circle due to Tropical Storm Irene. Temporary road closure and evacuations.",074.61746941W,41.04933310N,53487,,WL,,,,,,
4162,53489,"8/28/2011, 2011",8,222,"Debris flow, Heavy rain, Small debris flow along County Rt. 565 (Glenwood Rd.) Between babtown Rd and Lake Pochung Rd. Triggered by Tropical Storm Irene.",074.56678396W,41.19685443N,53488,,WL,,,,,,
4163,53491,"8/28/2011, 2011",8,214,"Debris flow, Heavy rain, Debris flow on Rt. 519 due to Huricane Irene.",075.14056341W,40.72039571N,53490,,WL,,,,,,
4172,53504,"4/15/2007, 2007",8,169,"Debris flow, Heavy rain, Heavy rain triggered a debris flow on Route 208 southbound near Lincoln Avenue which caused a multiple vehicle accident on the highway, road temporarily closed.",074.14299801W,40.95751213N,53503,,WL,,,,,,
4175,53510,"3/13/2010, 2010",8,184,"Debris flow, Heavy rain, A mudslide about 40 feet deep and 40 feet wide occurred near the intersection of Rt 517 and Station Road.  A quarter mile section of Rt. 517 was closed for three days for cleanup and repairs.",074.62425210W,41.04554781N,53509,,WL,,,,,,
4184,53525,"4/15/2007, 2007",8,163,"Debris flow, Heavy rain, Heavy rain caused a small landslide near Ross Dock causing damage to retaining walls. Henry Hudson Drive closed for one month.",073.95827422W,40.85989928N,53524,,WL,,,,,,
4192,53550,"1/23/2018, 2018",8,298,"Debris flow, Heavy rain, A second rain-related mudslide occurred at the construction site for Waterview Marketplace at Waterview Blvd. and Rt. 46 in Parsippany, resulting in road closures and downed wires.",074.43111747W,40.87379848N,53549,,WL,,,,,,
4194,53553,"1/12/2018, 2018",8,297,"Debris flow, Heavy rain, Heavy rain caused localized flooding that resulted in a debris flow at the Waterview Marketplace retail project off of Rt. 46 at Waterview Blvd. in Parsippany.",074.43048911W,40.87410908N,53552,,WL,,,,,,
4197,53558,"2/28/2017, 2017",8,289,"Rockslide, Weathering, Rockslide on Henry Hudson Drive.",073.92805277W,40.91950700N,53557,,WL,,,,,,
4198,53559,"July 21, 2007",8,3, ,105.84828412W,39.73682936N,53558,,WL(cannot tell what happened),,,,,,
4199,53560,"July 21, 2007",8,4, ,105.84747845W,39.73744794N,53559,,WL(cannot tell what happened),,,,,,
4200,53561,"July 21, 2007",8,5, ,105.84518579W,39.73775749N,53560,,WL(cannot tell what happened),,,,,,
4201,53562,"July 21, 2007",8,9, ,105.83787236W,39.74227957N,53561,,WL(cannot tell what happened),,,,,,
4202,53563,"July 21, 2007",8,12, ,105.84419597W,39.73213332N,53562,,WL(cannot tell what happened),,,,,,
4203,53564,"July 21, 2007",8,16, ,105.84406489W,39.73119270N,53563,,WL(cannot tell what happened),,,,,,
4204,53565,"July 21, 2007",8,18, ,105.84342095W,39.73083698N,53564,,WL(cannot tell what happened),,,,,,
4205,53566,"July 21, 2007",8,19, ,105.84196059W,39.73075297N,53565,,WL(cannot tell what happened),,,,,,
4206,53567,"July 21, 2007",8,20, ,105.84168846W,39.73098470N,53566,,WL(cannot tell what happened),,,,,,
4207,53568,"July 21, 2007",8,21, ,105.84147673W,39.73126556N,53567,,WL(cannot tell what happened),,,,,,
4208,53569,"July 21, 2007",8,22, ,105.84214538W,39.73218425N,53568,,WL(cannot tell what happened),,,,,,
4209,53570,"July 21, 2007",8,24, ,105.84028684W,39.73078312N,53569,,WL(cannot tell what happened),,,,,,
4210,53571,"July 21, 2007",8,25, ,105.84017140W,39.73112634N,53570,,WL(cannot tell what happened),,,,,,
4211,53572,"July 21, 2007",8,26, ,105.84039161W,39.73352597N,53571,,WL(cannot tell what happened),,,,,,
4212,53573,"July 21, 2007",8,33, ,105.83287543W,39.72761538N,53572,,WL(cannot tell what happened),,,,,,
4213,53574,"July 21, 2007",8,34, ,105.83117586W,39.72752395N,53573,,WL(cannot tell what happened),,,,,,
4214,53575,"July 21, 2007",8,35, ,105.83053247W,39.72772227N,53574,,WL(cannot tell what happened),,,,,,
4215,53576,"July 21, 2007",8,36, ,105.83034218W,39.72781824N,53575,,WL(cannot tell what happened),,,,,,
4216,53577,"July 21, 2007",8,37, ,105.82979058W,39.72767351N,53576,,WL(cannot tell what happened),,,,,,
4217,53578,"July 21, 2007",8,38, ,105.82953979W,39.72771135N,53577,,WL(cannot tell what happened),,,,,,
4218,53579,"July 21, 2007",8,39, ,105.82824297W,39.72727010N,53578,,WL(cannot tell what happened),,,,,,
4219,53580,"July 21, 2007",8,40, ,105.82800578W,39.72743848N,53579,,WL(cannot tell what happened),,,,,,
4220,53581,"July 21, 2007",8,41, ,105.82737881W,39.72702848N,53580,,WL(cannot tell what happened),,,,,,
4221,53582,"July 21, 2007",8,42, ,105.82729231W,39.72677681N,53581,,WL(cannot tell what happened),,,,,,
4222,53583,"July 21, 2007",8,43, ,105.82703084W,39.72692734N,53582,,WL(cannot tell what happened),,,,,,
4223,53584,"July 21, 2007",8,44, ,105.82688368W,39.72660402N,53583,,WL(cannot tell what happened),,,,,,
4224,53585,"July 21, 2007",8,45, ,105.82677355W,39.72642010N,53584,,WL(cannot tell what happened),,,,,,
4225,53586,"July 21, 2007",8,46, ,105.82636121W,39.72593648N,53585,,WL(cannot tell what happened),,,,,,
4226,53587,"July 21, 2007",8,47, ,105.82622707W,39.72670330N,53586,,WL(cannot tell what happened),,,,,,
4227,53588,"July 21, 2007",8,48, ,105.82502308W,39.72502245N,53587,,WL(cannot tell what happened),,,,,,
4228,53589,"July 21, 2007",8,49, ,105.82432141W,39.72837924N,53588,,WL(cannot tell what happened),,,,,,
4229,53590,"July 21, 2007",8,50, ,105.82372503W,39.72952777N,53589,,WL(cannot tell what happened),,,,,,
4230,53591,"July 21, 2007",8,51, ,105.82335650W,39.72668766N,53590,,WL(cannot tell what happened),,,,,,
4231,53592,"July 21, 2007",8,52, ,105.82471437W,39.72472731N,53591,,WL(cannot tell what happened),,,,,,
4232,53593,"July 21, 2007",8,53, ,105.82460504W,39.72457941N,53592,,WL(cannot tell what happened),,,,,,
4233,53594,"July 21, 2007",8,54, ,105.82470712W,39.72411917N,53593,,WL(cannot tell what happened),,,,,,
4234,53595,"July 21, 2007",8,55, ,105.82407578W,39.72431737N,53594,,WL(cannot tell what happened),,,,,,
4235,53596,"July 21, 2007",8,56, ,105.82404442W,39.72370490N,53595,,WL(cannot tell what happened),,,,,,
4236,53597,"July 21, 2007",8,57, ,105.82377695W,39.72331936N,53596,,WL(cannot tell what happened),,,,,,
4237,53598,"July 21, 2007",8,58, ,105.82341841W,39.72333992N,53597,,WL(cannot tell what happened),,,,,,
4238,53599,"July 21, 2007",8,59, ,105.82311692W,39.72211667N,53598,,WL(cannot tell what happened),,,,,,
4239,53600,"July 21, 2007",8,60, ,105.82284177W,39.72212763N,53599,,WL(cannot tell what happened),,,,,,
4240,53601,"July 21, 2007",8,61, ,105.82250762W,39.72217505N,53600,,WL(cannot tell what happened),,,,,,
4241,53602,"July 21, 2007",8,62, ,105.82170370W,39.72294661N,53601,,WL(cannot tell what happened),,,,,,
4242,53603,"July 21, 2007",8,63, ,105.82162840W,39.72366796N,53602,,WL(cannot tell what happened),,,,,,
4243,53604,"July 21, 2007",8,64, ,105.82158470W,39.72502431N,53603,,WL(cannot tell what happened),,,,,,
4244,53605,"July 21, 2007",8,65, ,105.82105598W,39.72480730N,53604,,WL(cannot tell what happened),,,,,,
4245,53606,"July 21, 2007",8,66, ,105.82123209W,39.72554489N,53605,,WL(cannot tell what happened),,,,,,
4246,53607,"July 21, 2007",8,67, ,105.82318946W,39.72622482N,53606,,WL(cannot tell what happened),,,,,,
4247,53608,"July 21, 2007",8,68, ,105.82040255W,39.72163581N,53607,,WL(cannot tell what happened),,,,,,
4248,53609,"July 21, 2007",8,69, ,105.82003396W,39.72182313N,53608,,WL(cannot tell what happened),,,,,,
4249,53610,"July 21, 2007",8,70, ,105.82005670W,39.71971007N,53609,,WL(cannot tell what happened),,,,,,
4250,53611,"July 21, 2007",8,71, ,105.81893099W,39.71956935N,53610,,WL(cannot tell what happened),,,,,,
4251,53612,"July 21, 2007",8,72, ,105.81899722W,39.72011400N,53611,,WL(cannot tell what happened),,,,,,
4252,53613,"July 21, 2007",8,73, ,105.81748365W,39.71951648N,53612,,WL(cannot tell what happened),,,,,,
4253,53614,"July 21, 2007",8,74, ,105.82694579W,39.72029642N,53613,,WL(cannot tell what happened),,,,,,
4254,53615,"July 21, 2007",8,75, ,105.82603704W,39.72031190N,53614,,WL(cannot tell what happened),,,,,,
4255,53616,"July 21, 2007",8,76, ,105.82597144W,39.71982582N,53615,,WL(cannot tell what happened),,,,,,
4256,53617,"July 21, 2007",8,77, ,105.82650212W,39.71920033N,53616,,WL(cannot tell what happened),,,,,,
4257,53618,"July 21, 2007",8,78, ,105.82646354W,39.71896184N,53617,,WL(cannot tell what happened),,,,,,
4258,53619,"July 21, 2007",8,79, ,105.82568496W,39.71885475N,53618,,WL(cannot tell what happened),,,,,,
4259,53620,"July 21, 2007",8,80, ,105.82789410W,39.71861826N,53619,,WL(cannot tell what happened),,,,,,
4260,53621,"July 21, 2007",8,81, ,105.82854130W,39.71874430N,53620,,WL(cannot tell what happened),,,,,,
4261,53622,"July 21, 2007",8,82, ,105.82611363W,39.71771641N,53621,,WL(cannot tell what happened),,,,,,
4262,53623,"July 21, 2007",8,83, ,105.82633976W,39.71662456N,53622,,WL(cannot tell what happened),,,,,,
4263,53624,"July 21, 2007",8,84, ,105.83179172W,39.71656761N,53623,,WL(cannot tell what happened),,,,,,
4264,53625,"July 21, 2007",8,85, ,105.82529282W,39.71455515N,53624,,WL(cannot tell what happened),,,,,,
4265,53626,"July 21, 2007",8,86, ,105.82526592W,39.71431657N,53625,,WL(cannot tell what happened),,,,,,
4266,53627,"July 21, 2007",8,87, ,105.82605664W,39.71443709N,53626,,WL(cannot tell what happened),,,,,,
4267,53628,"July 21, 2007",8,88, ,105.82596656W,39.71391514N,53627,,WL(cannot tell what happened),,,,,,
4268,53629,"July 21, 2007",8,91, ,105.81727826W,39.70921921N,53628,,WL(cannot tell what happened),,,,,,
4269,53630,"July 21, 2007",8,93, ,105.81283363W,39.72066640N,53629,,WL(cannot tell what happened),,,,,,
4270,53631,"July 21, 2007",8,94, ,105.81240545W,39.72087212N,53630,,WL(cannot tell what happened),,,,,,
4271,53632,"July 21, 2007",8,95, ,105.81008136W,39.72051895N,53631,,WL(cannot tell what happened),,,,,,
4272,53633,"July 21, 2007",8,101, ,105.80864863W,39.72992660N,53632,,WL(cannot tell what happened),,,,,,
4273,53634,"July 21, 2007",8,102, ,105.80858183W,39.73238686N,53633,,WL(cannot tell what happened),,,,,,
4274,53635,"July 21, 2007",8,103, ,105.81238145W,39.73411282N,53634,,WL(cannot tell what happened),,,,,,
4275,53636,"July 21, 2007",8,104, ,105.80800958W,39.73665718N,53635,,WL(cannot tell what happened),,,,,,
4276,53637,"July 21, 2007",8,105, ,105.80745391W,39.73822882N,53636,,WL(cannot tell what happened),,,,,,
4277,53638,"July 21, 2007",8,106, ,105.80876919W,39.73818363N,53637,,WL(cannot tell what happened),,,,,,
4278,53639,"July 21, 2007",8,112, ,105.85448796W,39.72683209N,53638,,WL(cannot tell what happened),,,,,,
4279,53640,"July 21, 2007",8,114, ,105.87408359W,39.67522873N,53639,,WL(cannot tell what happened),,,,,,
4280,53641,"July 21, 2007",8,115, ,105.87476932W,39.67465141N,53640,,WL(cannot tell what happened),,,,,,
4281,53642,"July 21, 2007",8,116, ,105.86199060W,39.67720227N,53641,,WL(cannot tell what happened),,,,,,
4282,53643,"July 21, 2007",8,119, ,105.86433759W,39.67372938N,53642,,WL(cannot tell what happened),,,,,,
4283,53644,"July 21, 2007",8,121, ,105.87509525W,39.66825616N,53643,,WL(cannot tell what happened),,,,,,
4284,53645,"July 21, 2007",8,122, ,105.87635128W,39.66743576N,53644,,WL(cannot tell what happened),,,,,,
4285,53646,"July 21, 2007",8,123, ,105.87875483W,39.67040901N,53645,,WL(cannot tell what happened),,,,,,
4286,53647,"July 21, 2007",8,129, ,105.85922451W,39.66133762N,53646,,WL(cannot tell what happened),,,,,,
4287,53648,"July 21, 2007",8,130, ,105.85949320W,39.66179516N,53647,,WL(cannot tell what happened),,,,,,
4288,53649,"July 21, 2007",8,132, ,105.85566872W,39.65977356N,53648,,WL(cannot tell what happened),,,,,,
4289,53650,"July 21, 2007",8,133, ,105.85474886W,39.66074444N,53649,,WL(cannot tell what happened),,,,,,
4290,53651,"July 21, 2007",8,134, ,105.85454255W,39.66144425N,53650,,WL(cannot tell what happened),,,,,,
4291,53652,"July 21, 2007",8,135, ,105.85485722W,39.66179334N,53651,,WL(cannot tell what happened),,,,,,
4292,53653,"July 21, 2007",8,136, ,105.85550232W,39.66178859N,53652,,WL(cannot tell what happened),,,,,,
4293,53654,"July 21, 2007",8,137, ,105.85245921W,39.66109014N,53653,,WL(cannot tell what happened),,,,,,
4294,53655,"July 21, 2007",8,138, ,105.85207220W,39.66072356N,53654,,WL(cannot tell what happened),,,,,,
4295,53656,"July 21, 2007",8,141, ,105.84514851W,39.66217976N,53655,,WL(cannot tell what happened),,,,,,
4296,53657,"July 21, 2007",8,142, ,105.84364165W,39.66207809N,53656,,WL(cannot tell what happened),,,,,,
4297,53658,"July 21, 2007",8,147, ,105.83886309W,39.66510863N,53657,,WL(cannot tell what happened),,,,,,
4298,53659,"July 21, 2007",8,150, ,105.82885485W,39.66950094N,53658,,WL(cannot tell what happened),,,,,,
4299,53660,"July 21, 2007",8,151, ,105.82871453W,39.66974071N,53659,,WL(cannot tell what happened),,,,,,
4300,53661,"July 21, 2007",8,152, ,105.80448561W,39.66187839N,53660,,WL(cannot tell what happened),,,,,,
4301,53662,"July 21, 2007",8,153, ,105.80504130W,39.66239263N,53661,,WL(cannot tell what happened),,,,,,
4302,53663,"July 21, 2007",8,154, ,105.80034345W,39.66116816N,53662,,WL(cannot tell what happened),,,,,,
4303,53664,"July 21, 2007",8,157, ,105.80184803W,39.65903134N,53663,,WL(cannot tell what happened),,,,,,
4304,53665,"July 21, 2007",8,160, ,105.80175561W,39.65724343N,53664,,WL(cannot tell what happened),,,,,,
4305,53666,"July 21, 2007",8,161, ,105.80267045W,39.65577744N,53665,,WL(cannot tell what happened),,,,,,
4306,53667,"July 21, 2007",8,163, ,105.80278069W,39.65497926N,53666,,WL(cannot tell what happened),,,,,,
4307,53668,"July 21, 2007",8,164, ,105.80337659W,39.65381280N,53667,,WL(cannot tell what happened),,,,,,
4308,53669,"July 21, 2007",8,179, ,105.81337719W,39.64779637N,53668,,WL(cannot tell what happened),,,,,,
4309,53670,"July 21, 2007",8,182, ,105.81533636W,39.64780065N,53669,,WL(cannot tell what happened),,,,,,
4310,53671,"July 21, 2007",8,184, ,105.81708073W,39.64784246N,53670,,WL(cannot tell what happened),,,,,,
4311,53672,"July 21, 2007",8,185, ,105.81515779W,39.65092399N,53671,,WL(cannot tell what happened),,,,,,
4312,53673,"July 21, 2007",8,186, ,105.81535317W,39.65332387N,53672,,WL(cannot tell what happened),,,,,,
4313,53674,"July 21, 2007",8,187, ,105.81845535W,39.65093684N,53673,,WL(cannot tell what happened),,,,,,
4314,53675,"July 21, 2007",8,189, ,105.81971520W,39.65040986N,53674,,WL(cannot tell what happened),,,,,,
4315,53676,"July 21, 2007",8,190, ,105.82031579W,39.65068494N,53675,,WL(cannot tell what happened),,,,,,
4316,53677,"July 21, 2007",8,191, ,105.82119230W,39.65208436N,53676,,WL(cannot tell what happened),,,,,,
4317,53678,"July 21, 2007",8,192, ,105.82140754W,39.65208284N,53677,,WL(cannot tell what happened),,,,,,
4318,53679,"July 21, 2007",8,193, ,105.81876705W,39.64901544N,53678,,WL(cannot tell what happened),,,,,,
4319,53680,"July 21, 2007",8,199, ,105.82153536W,39.64672529N,53679,,WL(cannot tell what happened),,,,,,
4320,53681,"July 21, 2007",8,204, ,105.80890554W,39.63412284N,53680,,WL(cannot tell what happened),,,,,,
4321,53682,"July 21, 2007",8,206, ,105.80969997W,39.63670328N,53681,,WL(cannot tell what happened),,,,,,
4322,53683,"July 21, 2007",8,210, ,105.88153715W,39.64453737N,53682,,WL(cannot tell what happened),,,,,,
4323,53684,"July 21, 2007",8,211, ,105.88128439W,39.64364726N,53683,,WL(cannot tell what happened),,,,,,
4324,53685,"July 21, 2007",8,212, ,105.87744244W,39.63467954N,53684,,WL(cannot tell what happened),,,,,,
4325,53686,"July 21, 2007",8,213, ,105.87728122W,39.63465823N,53685,,WL(cannot tell what happened),,,,,,
4326,53687,"July 21, 2007",8,215, ,105.86685940W,39.62480256N,53686,,WL(cannot tell what happened),,,,,,
4327,53688,"July 21, 2007",8,217, ,105.86520605W,39.62556275N,53687,,WL(cannot tell what happened),,,,,,
4328,53689,"July 21, 2007",8,219, ,105.86374359W,39.62656928N,53688,,WL(cannot tell what happened),,,,,,
4329,53690,"July 21, 2007",8,221, ,105.86281660W,39.62750874N,53689,,WL(cannot tell what happened),,,,,,
4330,53691,"July 21, 2007",8,222, ,105.86016711W,39.62578488N,53690,,WL(cannot tell what happened),,,,,,
4331,53692,"July 21, 2007",8,223, ,105.86060306W,39.62849828N,53691,,WL(cannot tell what happened),,,,,,
4332,53693,"July 21, 2007",8,225, ,105.85900753W,39.62905972N,53692,,WL(cannot tell what happened),,,,,,
4333,53694,"July 21, 2007",8,226, ,105.85872893W,39.62929154N,53693,,WL(cannot tell what happened),,,,,,
4334,53695,"July 21, 2007",8,227, ,105.86099835W,39.62954505N,53694,,WL(cannot tell what happened),,,,,,
4335,53696,"July 21, 2007",8,228, ,105.86098593W,39.63071649N,53695,,WL(cannot tell what happened),,,,,,
4336,53697,"July 21, 2007",8,230, ,105.86211447W,39.62981610N,53696,,WL(cannot tell what happened),,,,,,
4337,53698,"July 21, 2007",8,231, ,105.86253937W,39.62732158N,53697,,WL(cannot tell what happened),,,,,,
4338,53699,"July 21, 2007",8,232, ,105.85760292W,39.63039913N,53698,,WL(cannot tell what happened),,,,,,
4339,53700,"July 21, 2007",8,233, ,105.85792708W,39.63061298N,53699,,WL(cannot tell what happened),,,,,,
4340,53701,"July 21, 2007",8,234, ,105.85898003W,39.63116384N,53700,,WL(cannot tell what happened),,,,,,
4341,53702,"July 21, 2007",8,235, ,105.86236733W,39.63182353N,53701,,WL(cannot tell what happened),,,,,,
4342,53703,"July 21, 2007",8,238, ,105.86189818W,39.63292627N,53702,,WL(cannot tell what happened),,,,,,
4343,53704,"July 21, 2007",8,240, ,105.86042484W,39.63304081N,53703,,WL(cannot tell what happened),,,,,,
4344,53705,"July 21, 2007",8,243, ,105.86099947W,39.63398264N,53704,,WL(cannot tell what happened),,,,,,
4345,53706,"July 21, 2007",8,244, ,105.85946257W,39.63331825N,53705,,WL(cannot tell what happened),,,,,,
4346,53707,"July 21, 2007",8,245, ,105.85921260W,39.63371655N,53706,,WL(cannot tell what happened),,,,,,
4347,53708,"July 21, 2007",8,246, ,105.85905574W,39.63404659N,53707,,WL(cannot tell what happened),,,,,,
4348,53709,"July 21, 2007",8,248, ,105.85824763W,39.63265596N,53708,,WL(cannot tell what happened),,,,,,
4349,53710,"July 21, 2007",8,249, ,105.85795646W,39.63190124N,53709,,WL(cannot tell what happened),,,,,,
4350,53711,"July 21, 2007",8,250, ,105.85769105W,39.63211044N,53710,,WL(cannot tell what happened),,,,,,
4351,53712,"July 21, 2007",8,252, ,105.85591371W,39.63151986N,53711,,WL(cannot tell what happened),,,,,,
4352,53713,"July 21, 2007",8,253, ,105.85573555W,39.63230958N,53712,,WL(cannot tell what happened),,,,,,
4353,53714,"July 21, 2007",8,254, ,105.85530802W,39.63242536N,53713,,WL(cannot tell what happened),,,,,,
4354,53715,"July 21, 2007",8,256, ,105.85439007W,39.63195456N,53714,,WL(cannot tell what happened),,,,,,
4355,53716,"July 21, 2007",8,258, ,105.85136697W,39.63200830N,53715,,WL(cannot tell what happened),,,,,,
4356,53717,"July 21, 2007",8,260, ,105.85200651W,39.63276048N,53716,,WL(cannot tell what happened),,,,,,
4357,53718,"July 21, 2007",8,261, ,105.85148647W,39.63299405N,53717,,WL(cannot tell what happened),,,,,,
4358,53719,"July 21, 2007",8,263, ,105.85110766W,39.63491604N,53718,,WL(cannot tell what happened),,,,,,
4359,53720,"July 21, 2007",8,264, ,105.84847754W,39.63477760N,53719,,WL(cannot tell what happened),,,,,,
4360,53721,"July 21, 2007",8,265, ,105.84675846W,39.63457389N,53720,,WL(cannot tell what happened),,,,,,
4361,53722,"July 21, 2007",8,267, ,105.84858276W,39.63570039N,53721,,WL(cannot tell what happened),,,,,,
4362,53723,"July 21, 2007",8,268, ,105.84807514W,39.63587980N,53722,,WL(cannot tell what happened),,,,,,
4363,53724,"July 21, 2007",8,269, ,105.85152524W,39.62959236N,53723,,WL(cannot tell what happened),,,,,,
4364,53725,"July 21, 2007",8,270, ,105.85386827W,39.62931837N,53724,,WL(cannot tell what happened),,,,,,
4365,53726,"July 21, 2007",8,274, ,105.85548241W,39.64250214N,53725,,WL(cannot tell what happened),,,,,,
4366,53727,"July 21, 2007",8,275, ,105.85534775W,39.64274641N,53726,,WL(cannot tell what happened),,,,,,
4367,53728,"July 21, 2007",8,276, ,105.85523747W,39.64295897N,53727,,WL(cannot tell what happened),,,,,,
4368,53729,"July 21, 2007",8,277, ,105.85438920W,39.64324904N,53728,,WL(cannot tell what happened),,,,,,
4369,53730,"July 21, 2007",8,278, ,105.85521751W,39.64337810N,53729,,WL(cannot tell what happened),,,,,,
4370,53731,"July 21, 2007",8,279, ,105.85375141W,39.64333031N,53730,,WL(cannot tell what happened),,,,,,
4371,53732,"July 21, 2007",8,280, ,105.85677144W,39.64443437N,53731,,WL(cannot tell what happened),,,,,,
4372,53733,"July 21, 2007",8,281, ,105.85720895W,39.64435455N,53732,,WL(cannot tell what happened),,,,,,
4373,53734,"July 21, 2007",8,282, ,105.85770676W,39.64511675N,53733,,WL(cannot tell what happened),,,,,,
4374,53735,"July 21, 2007",8,283, ,105.85542573W,39.64502545N,53734,,WL(cannot tell what happened),,,,,,
4375,53736,"July 21, 2007",8,286, ,105.85083754W,39.64473028N,53735,,WL(cannot tell what happened),,,,,,
4376,53737,"July 21, 2007",8,287, ,105.85033683W,39.64476548N,53736,,WL(cannot tell what happened),,,,,,
4377,53738,"July 21, 2007",8,288, ,105.85125601W,39.64514619N,53737,,WL(cannot tell what happened),,,,,,
4378,53739,"July 21, 2007",8,289, ,105.85090741W,39.64531994N,53738,,WL(cannot tell what happened),,,,,,
4379,53740,"July 21, 2007",8,290, ,105.85095874W,39.64543670N,53739,,WL(cannot tell what happened),,,,,,
4380,53741,"July 21, 2007",8,291, ,105.85480987W,39.64789527N,53740,,WL(cannot tell what happened),,,,,,
4381,53742,"July 21, 2007",8,292, ,105.85734476W,39.64724136N,53741,,WL(cannot tell what happened),,,,,,
4382,53743,"July 21, 2007",8,293, ,105.85915125W,39.64188488N,53742,,WL(cannot tell what happened),,,,,,
4383,53744,"July 21, 2007",8,294, ,105.86053157W,39.64209542N,53743,,WL(cannot tell what happened),,,,,,
4384,53745,"July 21, 2007",8,295, ,105.85562301W,39.64120362N,53744,,WL(cannot tell what happened),,,,,,
4385,53746,"July 21, 2007",8,296, ,105.85571171W,39.64127955N,53745,,WL(cannot tell what happened),,,,,,
4386,53747,"July 21, 2007",8,297, ,105.85475639W,39.64100727N,53746,,WL(cannot tell what happened),,,,,,
4387,53748,"July 21, 2007",8,299, ,105.85614070W,39.63950586N,53747,,WL(cannot tell what happened),,,,,,
4388,53749,"July 21, 2007",8,300, ,105.85660041W,39.63919161N,53748,,WL(cannot tell what happened),,,,,,
4389,53750,"July 21, 2007",8,301, ,105.85641645W,39.63850818N,53749,,WL(cannot tell what happened),,,,,,
4390,53751,"July 21, 2007",8,302, ,105.85730943W,39.63780329N,53750,,WL(cannot tell what happened),,,,,,
4391,53752,"July 21, 2007",8,303, ,105.85703148W,39.63758910N,53751,,WL(cannot tell what happened),,,,,,
4392,53753,"July 21, 2007",8,304, ,105.85704052W,39.63731872N,53752,,WL(cannot tell what happened),,,,,,
4393,53754,"July 21, 2007",8,305, ,105.85663843W,39.63719554N,53753,,WL(cannot tell what happened),,,,,,
4394,53755,"July 21, 2007",8,306, ,105.85509844W,39.63675637N,53754,,WL(cannot tell what happened),,,,,,
4395,53756,"July 21, 2007",8,307, ,105.85487616W,39.63701030N,53755,,WL(cannot tell what happened),,,,,,
4396,53757,"July 21, 2007",8,308, ,105.85336508W,39.63533647N,53756,,WL(cannot tell what happened),,,,,,
4397,53758,"July 21, 2007",8,309, ,105.85014597W,39.63634671N,53757,,WL(cannot tell what happened),,,,,,
4398,53759,"July 21, 2007",8,310, ,105.85002535W,39.63672603N,53758,,WL(cannot tell what happened),,,,,,
4399,53760,"July 21, 2007",8,311, ,105.84982927W,39.63706986N,53759,,WL(cannot tell what happened),,,,,,
4400,53761,"July 21, 2007",8,312, ,105.85064357W,39.63707291N,53760,,WL(cannot tell what happened),,,,,,
4401,53762,"July 21, 2007",8,313, ,105.85106978W,39.63711484N,53761,,WL(cannot tell what happened),,,,,,
4402,53763,"July 21, 2007",8,314, ,105.85168433W,39.63719143N,53762,,WL(cannot tell what happened),,,,,,
4403,53764,"July 21, 2007",8,315, ,105.85157939W,39.63780940N,53763,,WL(cannot tell what happened),,,,,,
4404,53765,"July 21, 2007",8,316, ,105.85250517W,39.63873518N,53764,,WL(cannot tell what happened),,,,,,
4405,53766,"July 21, 2007",8,317, ,105.85138249W,39.64013552N,53765,,WL(cannot tell what happened),,,,,,
4406,53767,"July 21, 2007",8,318, ,105.85035224W,39.64090894N,53766,,WL(cannot tell what happened),,,,,,
4407,53768,"July 21, 2007",8,319, ,105.84962113W,39.64053586N,53767,,WL(cannot tell what happened),,,,,,
4408,53769,"July 21, 2007",8,320, ,105.84966101W,39.64072929N,53768,,WL(cannot tell what happened),,,,,,
4409,53770,"July 21, 2007",8,321, ,105.84723010W,39.64063892N,53769,,WL(cannot tell what happened),,,,,,
4410,53771,"July 21, 2007",8,324, ,105.84433380W,39.64093933N,53770,,WL(cannot tell what happened),,,,,,
4411,53772,"July 21, 2007",8,325, ,105.84456858W,39.64272618N,53771,,WL(cannot tell what happened),,,,,,
4412,53773,"July 21, 2007",8,326, ,105.84290994W,39.64229672N,53772,,WL(cannot tell what happened),,,,,,
4413,53774,"July 21, 2007",8,266, ,105.84592779W,39.63471961N,53773,,WL(cannot tell what happened),,,,,,
